msg, 0.001342, 0.000000
file, 0.004760, 0.000000
hundr, 0.001587, 0.000000
disast, 0.001587, 0.000000
complaint, 0.007567, 0.000000
pull, 0.002929, 0.000000
bin, 0.001831, 0.000000
faa, 0.001220, 0.000000
platinum, 0.003783, 0.000000
ual, 0.001342, 0.000000
badcustomerservic, 0.002197, 0.000000
room, 0.005980, 0.000000
unless, 0.001220, 0.000000
qualiti, 0.001220, 0.000000
mainten, 0.005858, 0.000000
tire, 0.003173, 0.000000
crap, 0.001587, 0.000000
slow, 0.002197, 0.000000
spent, 0.005492, 0.000000
refus, 0.005492, 0.000000
spend, 0.004638, 0.000000
text, 0.003173, 0.000000
midnight, 0.001587, 0.000000
yo, 0.001587, 0.000000
brother, 0.001464, 0.000000
search, 0.001220, 0.000000
entir, 0.005248, 0.000000
usual, 0.002929, 0.000000
wo, 0.002441, 0.000000
throw, 0.001342, 0.000000
prefer, 0.003051, 0.000000
anymor, 0.002563, 0.000000
strand, 0.010862, 0.000000
alon, 0.001831, 0.000000
till, 0.001464, 0.000000
mia, 0.002929, 0.000000
cust, 0.005614, 0.000000
wors, 0.007322, 0.000000
enter, 0.001953, 0.000000
addit, 0.001953, 0.000000
ignor, 0.002563, 0.000000
client, 0.001464, 0.000000
shot, 0.001587, 0.000000
bother, 0.003051, 0.000000
forev, 0.001464, 0.000000
kill, 0.002075, 0.000000
exist, 0.002319, 0.000000
inconveni, 0.005004, 0.000000
re, 0.002685, 0.000000
rd, 0.003051, 0.000000
epicfail, 0.001342, 0.000000
carryon, 0.001953, 0.000000
multipl, 0.003295, 0.000000
taxi, 0.001953, 0.000000
badservic, 0.002563, 0.000000
youll, 0.001709, 0.000000
incompet, 0.003661, 0.000000
paper, 0.001220, 0.000000
extrem, 0.003905, 0.000000
partner, 0.001709, 0.000000
compens, 0.007322, 0.000000
americanairlin, 0.002563, 0.000000
etc, 0.001464, 0.000000
onboard, 0.001342, 0.000000
fals, 0.001220, 0.000000
avoid, 0.001831, 0.000000
customerservic, 0.003417, 0.000000
fall, 0.001464, 0.000000
kept, 0.002563, 0.000000
nope, 0.003173, 0.000000
ny, 0.002563, 0.000000
troubl, 0.003539, 0.000000
nc, 0.001220, 0.000000
carousel, 0.001464, 0.000000
piss, 0.001709, 0.000000
compass, 0.001220, 0.000000
realiz, 0.001831, 0.000000
shit, 0.003905, 0.000000
mad, 0.001464, 0.000000
none, 0.002319, 0.000000
dirti, 0.001220, 0.000000
across, 0.001220, 0.000000
fair, 0.002075, 0.000000
three, 0.007689, 0.000000
fail, 0.016598, 0.000000
fraud, 0.001220, 0.000000
floor, 0.001587, 0.000000
estim, 0.001464, 0.000000
singl, 0.002319, 0.000000
clean, 0.002807, 0.000000
assign, 0.002441, 0.000000
fault, 0.004027, 0.000000
further, 0.001342, 0.000000
sever, 0.004271, 0.000000
express, 0.001342, 0.000000
kick, 0.001220, 0.000000
handler, 0.001220, 0.000000
useless, 0.002807, 0.000000
practic, 0.001220, 0.000000
shouldv, 0.001220, 0.000000
simpli, 0.001464, 0.000000
aircraft, 0.003173, 0.000000
els, 0.006102, 0.000000
ass, 0.001220, 0.000000
outsid, 0.001587, 0.000000
hasnt, 0.003539, 0.000000
fact, 0.003905, 0.000000
face, 0.002075, 0.000000
unhelp, 0.002929, 0.000000
freez, 0.001831, 0.000000
embarrass, 0.002075, 0.000000
action, 0.001342, 0.000000
light, 0.001464, 0.000000
cs, 0.002563, 0.000000
dollar, 0.002441, 0.000000
tho, 0.001464, 0.000000
remov, 0.001342, 0.000000
ppl, 0.003173, 0.000000
cc, 0.001709, 0.000000
stori, 0.002685, 0.000000
break, 0.002197, 0.000000
somewher, 0.001342, 0.000000
bs, 0.002807, 0.000000
polic, 0.001220, 0.000000
sleep, 0.005370, 0.000000
hung, 0.010129, 0.000000
bank, 0.002319, 0.000000
profit, 0.001587, 0.000000
aw, 0.007200, 0.000000
yell, 0.001831, 0.000000
interest, 0.001342, 0.000000
disgrac, 0.001587, 0.000000
poorservic, 0.001220, 0.000000
quit, 0.001220, 0.000000
dividend, 0.003051, 0.000000
callback, 0.002441, 0.000000
freak, 0.001220, 0.000000
plz, 0.002441, 0.000000
solv, 0.001342, 0.000000
awar, 0.001220, 0.000000
sold, 0.001220, 0.000000
intl, 0.001953, 0.000000
cover, 0.002807, 0.000000
requir, 0.001953, 0.000000
eat, 0.001709, 0.000000
unabl, 0.003539, 0.000000
resolut, 0.001464, 0.000000
disrespect, 0.001342, 0.000000
park, 0.001709, 0.000000
consid, 0.003051, 0.000000
howev, 0.002807, 0.000000
transport, 0.001587, 0.000000
cheap, 0.001464, 0.000000
tag, 0.003295, 0.000000
plenti, 0.001953, 0.000000
age, 0.001220, 0.000000
afford, 0.001342, 0.000000
joke, 0.005980, 0.000000
human, 0.006346, 0.000000
devic, 0.001220, 0.000000
disgust, 0.003051, 0.000000
log, 0.002075, 0.000000
accommod, 0.003417, 0.000000
match, 0.001464, 0.000000
feedback, 0.002319, 0.000000
advis, 0.002075, 0.000000
communic, 0.007200, 0.000000
overbook, 0.002075, 0.000000
miser, 0.001342, 0.000000
mention, 0.002563, 0.000000
per, 0.002075, 0.000000
nothappi, 0.001709, 0.000000
toward, 0.001587, 0.000000
infant, 0.001342, 0.000000
act, 0.001953, 0.000000
regard, 0.002319, 0.000000
h, 0.001587, 0.000000
y, 0.001464, 0.000000
x, 0.003783, 0.000000
four, 0.003173, 0.000000
prevent, 0.001220, 0.000000
f, 0.001709, 0.000000
e, 0.001342, 0.000000
ohar, 0.001587, 0.000000
power, 0.001953, 0.000000
wtf, 0.004760, 0.000000
ridicul, 0.010373, 0.000000
worth, 0.002685, 0.000000
pbi, 0.001220, 0.000000
courtesi, 0.001831, 0.000000
unhappi, 0.002685, 0.000000
nobodi, 0.001831, 0.000000
worst, 0.027825, 0.000000
indic, 0.001220, 0.000000
crazi, 0.004149, 0.000000
decis, 0.001464, 0.000000
lie, 0.005492, 0.000000
anywher, 0.002319, 0.000000
decid, 0.001953, 0.000000
pain, 0.001464, 0.000000
cloth, 0.004027, 0.000000
gonna, 0.003051, 0.000000
experienc, 0.002685, 0.000000
paid, 0.010495, 0.000000
insid, 0.001587, 0.000000
shame, 0.002929, 0.000000
simpl, 0.001464, 0.000000
forc, 0.005126, 0.000000
close, 0.005736, 0.000000
disconnect, 0.006590, 0.000000
usairwaysfail, 0.002929, 0.000000
page, 0.002929, 0.000000
repeat, 0.001709, 0.000000
gear, 0.001464, 0.000000
promis, 0.004271, 0.000000
level, 0.001587, 0.000000
legroom, 0.001220, 0.000000
advertis, 0.001220, 0.000000
drunk, 0.001464, 0.000000
svc, 0.002685, 0.000000
asham, 0.001220, 0.000000
hire, 0.002929, 0.000000
write, 0.001709, 0.000000
rather, 0.003905, 0.000000
window, 0.002929, 0.000000
overhead, 0.002807, 0.000000
crash, 0.001831, 0.000000
cell, 0.001342, 0.000000
spoke, 0.003173, 0.000000
technic, 0.001342, 0.000000
hit, 0.001464, 0.000000
zero, 0.003783, 0.000000
funni, 0.001709, 0.000000
insan, 0.001587, 0.000000
normal, 0.001587, 0.000000
attitud, 0.003417, 0.000000
discuss, 0.001220, 0.000000
shouldnt, 0.004271, 0.000000
error, 0.007200, 0.000000
angri, 0.001953, 0.000000
mechan, 0.009275, 0.000000
dog, 0.001464, 0.000000
charact, 0.001709, 0.000000
especi, 0.002075, 0.000000
attempt, 0.002563, 0.000000
trust, 0.001587, 0.000000
unfortun, 0.003417, 0.000000
lame, 0.001342, 0.000000
third, 0.001953, 0.000000
prepar, 0.001831, 0.000000
carrier, 0.002075, 0.000000
rule, 0.001831, 0.000000
wet, 0.001342, 0.000000
smh, 0.001953, 0.000000
equip, 0.002441, 0.000000
web, 0.002319, 0.000000
count, 0.007444, 0.000000
small, 0.002441, 0.000000
came, 0.002929, 0.000000
itinerari, 0.002563, 0.000000
captain, 0.001953, 0.000000
ski, 0.001220, 0.000000
ruin, 0.005248, 0.000000
clue, 0.001587, 0.000000
die, 0.001464, 0.000000
pathet, 0.002563, 0.000000
center, 0.002563, 0.000000
creat, 0.001342, 0.000000
six, 0.001342, 0.000000
letter, 0.003295, 0.000000
funer, 0.002319, 0.000000
front, 0.003295, 0.000000
play, 0.002319, 0.000000
broke, 0.002075, 0.000000
sister, 0.001587, 0.000000
unreal, 0.001342, 0.000000
neveragain, 0.003295, 0.000000
imposs, 0.002441, 0.000000
respect, 0.001220, 0.000000
hell, 0.002563, 0.000000
import, 0.001587, 0.000000
hate, 0.005248, 0.000000
held, 0.003051, 0.000000
horribl, 0.009397, 0.000000
extend, 0.001709, 0.000000
choos, 0.002441, 0.000000
youd, 0.001220, 0.000000
rude, 0.016720, 0.000000
replac, 0.001709, 0.000000
alert, 0.001709, 0.000000
reach, 0.005858, 0.000000
coffe, 0.001342, 0.000000
engin, 0.002075, 0.000000
lack, 0.007200, 0.000000
autom, 0.004760, 0.000000
absurd, 0.001587, 0.000000
traffic, 0.001342, 0.000000
overnight, 0.003173, 0.000000
patient, 0.001953, 0.000000
patienc, 0.001709, 0.000000
unfriendlyski, 0.001220, 0.000000
deplan, 0.002441, 0.000000
mess, 0.004760, 0.000000
sat, 0.005614, 0.000000
sad, 0.004882, 0.000000
complain, 0.001709, 0.000000
hang, 0.008787, 0.000000
hand, 0.002929, 0.000000
public, 0.001831, 0.000000
merg, 0.001953, 0.000000
choic, 0.002929, 0.000000
behind, 0.002563, 0.000000
altern, 0.002441, 0.000000
half, 0.008421, 0.000000
wheelchair, 0.001220, 0.000000
queue, 0.001587, 0.000000
report, 0.004027, 0.000000
tarmac, 0.009519, 0.000000
poor, 0.010740, 0.000000
flightat, 0.002563, 0.000000
annoy, 0.002441, 0.000000
onto, 0.001953, 0.000000
florida, 0.001220, 0.000000
notif, 0.003295, 0.000000
treatment, 0.001342, 0.000000
dept, 0.001831, 0.000000
unprofession, 0.002075, 0.000000
honor, 0.002319, 0.000000
understaf, 0.001342, 0.000000
reimburs, 0.003295, 0.000000
appar, 0.004027, 0.000000
whose, 0.001342, 0.000000
proper, 0.001709, 0.000000
deni, 0.002319, 0.000000
divert, 0.001220, 0.000000
gone, 0.002929, 0.000000
diff, 0.001831, 0.000000
incid, 0.001220, 0.000000
children, 0.001342, 0.000000
layov, 0.003539, 0.000000
bathroom, 0.001342, 0.000000
limit, 0.001587, 0.000000
rememb, 0.001953, 0.000000
immedi, 0.001342, 0.000000
chairman, 0.001464, 0.000000
expens, 0.002441, 0.000000
gold, 0.002929, 0.000000
deliveri, 0.001953, 0.000000
god, 0.001342, 0.000000
mileageplus, 0.001342, 0.000000
disappoint, 0.015377, 0.000000
confus, 0.001709, 0.000000
cut, 0.002929, 0.000000
auto, 0.002075, 0.000000
print, 0.001953, 0.000000
guarante, 0.001220, 0.000000
deic, 0.001831, 0.000000
philadelphia, 0.002319, 0.000000
meet, 0.003905, 0.000000
whole, 0.004271, 0.000000
phlairport, 0.001953, 0.000000
lose, 0.009763, 0.000000
cri, 0.001342, 0.000000
volum, 0.002929, 0.000000
forgot, 0.001831, 0.000000
jump, 0.001342, 0.000000
damn, 0.002197, 0.000000
honeymoon, 0.001220, 0.000000
fight, 0.001464, 0.000000
rent, 0.001587, 0.000000
excus, 0.003417, 0.000000
result, 0.001831, 0.000000
obvious, 0.001587, 0.000000
nasti, 0.001342, 0.000000
main, 0.001709, 0.000000
mail, 0.001220, 0.000000
meal, 0.003295, 0.000000
mother, 0.001342, 0.000000
airplan, 0.002441, 0.000000
redeem, 0.001587, 0.000000
basic, 0.001587, 0.000000
within, 0.001342, 0.000000
gotta, 0.001220, 0.000000
shock, 0.001709, 0.000000
countri, 0.002929, 0.000000
dead, 0.001342, 0.000000
cater, 0.002441, 0.000000
straight, 0.001464, 0.000000
takeoff, 0.002441, 0.000000
screen, 0.001831, 0.000000
nightmar, 0.002563, 0.000000
stuff, 0.002197, 0.000000
failur, 0.002807, 0.000000
supervisor, 0.004149, 0.000000
improv, 0.002075, 0.000000
comp, 0.001464, 0.000000
suck, 0.012448, 0.000000
